dd,mm,yy,occurrence
1,1,1952,27
2,1,1952,16
3,1,1952,7
4,1,1952,11
5,1,1952,10
6,1,1952,5
7,1,1952,3
8,1,1952,3
9,1,1952,7
10,1,1952,5
11,1,1952,3
12,1,1952,7
13,1,1952,5
14,1,1952,4
15,1,1952,9
16,1,1952,8
17,1,1952,1
18,1,1952,7
19,1,1952,4
20,1,1952,5
21,1,1952,11
22,1,1952,8
23,1,1952,9
24,1,1952,4
25,1,1952,5
26,1,1952,4
27,1,1952,9
28,1,1952,8
29,1,1952,3
30,1,1952,7
31,1,1952,8
1,2,1952,9
2,2,1952,8
3,2,1952,7
4,2,1952,4
5,2,1952,9
6,2,1952,11
7,2,1952,8
8,2,1952,6
9,2,1952,6
10,2,1952,13
11,2,1952,6
12,2,1952,8
13,2,1952,4
14,2,1952,8
15,2,1952,5
16,2,1952,4
17,2,1952,5
18,2,1952,10
19,2,1952,12
20,2,1952,9
21,2,1952,9
22,2,1952,7
23,2,1952,6
24,2,1952,11
25,2,1952,5
26,2,1952,6
27,2,1952,2
28,2,1952,10
29,2,1952,10
1,3,1952,11
2,3,1952,8
3,3,1952,8
4,3,1952,3
5,3,1952,7
6,3,1952,5
7,3,1952,8
8,3,1952,13
9,3,1952,6
10,3,1952,4
11,3,1952,2
12,3,1952,5
13,3,1952,10
14,3,1952,1
15,3,1952,5
16,3,1952,8
17,3,1952,7
18,3,1952,8
19,3,1952,9
20,3,1952,8
21,3,1952,5
22,3,1952,3
23,3,1952,1
24,3,1952,7
25,3,1952,11
26,3,1952,4
27,3,1952,4
28,3,1952,3
29,3,1952,8
30,3,1952,13
31,3,1952,7
1,4,1952,4
2,4,1952,4
3,4,1952,4
4,4,1952,12
5,4,1952,5
6,4,1952,9
7,4,1952,4
8,4,1952,5
9,4,1952,2
10,4,1952,5
11,4,1952,12
12,4,1952,9
13,4,1952,7
14,4,1952,12
15,4,1952,7
16,4,1952,8
17,4,1952,2
18,4,1952,6
19,4,1952,3
20,4,1952,7
21,4,1952,7
22,4,1952,6
23,4,1952,7
24,4,1952,6
25,4,1952,7
26,4,1952,4
27,4,1952,6
28,4,1952,4
29,4,1952,4
30,4,1952,8
