dd,mm,yy,occurrence
1,1,1981,163
2,1,1981,84
3,1,1981,39
4,1,1981,35
5,1,1981,34
6,1,1981,40
7,1,1981,47
8,1,1981,37
9,1,1981,36
10,1,1981,45
11,1,1981,48
12,1,1981,37
13,1,1981,59
14,1,1981,40
15,1,1981,54
16,1,1981,36
17,1,1981,43
18,1,1981,32
19,1,1981,53
20,1,1981,50
21,1,1981,51
22,1,1981,45
23,1,1981,50
24,1,1981,48
25,1,1981,38
26,1,1981,59
27,1,1981,55
28,1,1981,45
29,1,1981,35
30,1,1981,45
31,1,1981,33
1,2,1981,50
2,2,1981,82
3,2,1981,47
4,2,1981,48
5,2,1981,52
6,2,1981,55
7,2,1981,47
8,2,1981,43
9,2,1981,37
10,2,1981,49
11,2,1981,54
12,2,1981,51
13,2,1981,38
14,2,1981,35
15,2,1981,27
16,2,1981,43
17,2,1981,45
18,2,1981,46
19,2,1981,45
20,2,1981,54
21,2,1981,43
22,2,1981,37
23,2,1981,55
24,2,1981,42
25,2,1981,42
26,2,1981,41
27,2,1981,49
28,2,1981,60
1,3,1981,66
2,3,1981,88
3,3,1981,58
4,3,1981,43
5,3,1981,55
6,3,1981,45
7,3,1981,42
8,3,1981,38
9,3,1981,53
10,3,1981,56
11,3,1981,43
12,3,1981,39
13,3,1981,40
14,3,1981,46
15,3,1981,46
16,3,1981,42
17,3,1981,48
18,3,1981,62
19,3,1981,46
20,3,1981,44
21,3,1981,58
22,3,1981,52
23,3,1981,44
24,3,1981,56
25,3,1981,38
26,3,1981,46
27,3,1981,44
28,3,1981,50
29,3,1981,43
30,3,1981,42
31,3,1981,46
1,4,1981,65
2,4,1981,86
3,4,1981,35
4,4,1981,47
5,4,1981,44
6,4,1981,39
7,4,1981,50
8,4,1981,47
9,4,1981,35
10,4,1981,39
11,4,1981,37
12,4,1981,42
13,4,1981,49
14,4,1981,53
15,4,1981,53
16,4,1981,40
17,4,1981,39
18,4,1981,49
19,4,1981,46
20,4,1981,51
21,4,1981,41
22,4,1981,46
23,4,1981,44
24,4,1981,43
25,4,1981,47
26,4,1981,33
27,4,1981,42
28,4,1981,41
29,4,1981,31
30,4,1981,45
1,5,1981,44
2,5,1981,79
3,5,1981,55
4,5,1981,46
5,5,1981,57
6,5,1981,42
7,5,1981,48
8,5,1981,29
9,5,1981,56
10,5,1981,38
11,5,1981,48
12,5,1981,59
13,5,1981,42
14,5,1981,52
15,5,1981,89
16,5,1981,35
17,5,1981,53
18,5,1981,44
19,5,1981,50
20,5,1981,52
21,5,1981,44
22,5,1981,48
23,5,1981,50
24,5,1981,42
25,5,1981,49
26,5,1981,43
27,5,1981,40
28,5,1981,59
29,5,1981,45
30,5,1981,54
31,5,1981,45
1,6,1981,47
2,6,1981,70
3,6,1981,37
4,6,1981,47
5,6,1981,54
6,6,1981,67
7,6,1981,39
8,6,1981,44
9,6,1981,49
10,6,1981,45
11,6,1981,48
12,6,1981,40
13,6,1981,54
14,6,1981,36
15,6,1981,42
16,6,1981,52
17,6,1981,40
18,6,1981,52
19,6,1981,44
20,6,1981,51
21,6,1981,41
22,6,1981,50
23,6,1981,48
24,6,1981,43
25,6,1981,54
26,6,1981,48
27,6,1981,44
28,6,1981,48
29,6,1981,48
30,6,1981,57
1,7,1981,50
2,7,1981,84
3,7,1981,37
4,7,1981,37
5,7,1981,48
6,7,1981,43
7,7,1981,43
8,7,1981,45
9,7,1981,50
10,7,1981,33
11,7,1981,48
12,7,1981,49
13,7,1981,44
14,7,1981,46
15,7,1981,54
16,7,1981,41
17,7,1981,43
18,7,1981,53
19,7,1981,39
20,7,1981,51
21,7,1981,43
22,7,1981,55
23,7,1981,53
24,7,1981,34
25,7,1981,55
26,7,1981,41
27,7,1981,41
28,7,1981,47
29,7,1981,50
30,7,1981,42
31,7,1981,47
1,8,1981,48
2,8,1981,72
3,8,1981,39
4,8,1981,51
5,8,1981,61
6,8,1981,45
7,8,1981,52
8,8,1981,53
9,8,1981,44
10,8,1981,55
11,8,1981,41
12,8,1981,52
13,8,1981,52
14,8,1981,49
15,8,1981,40
16,8,1981,42
17,8,1981,46
18,8,1981,38
19,8,1981,39
20,8,1981,33
21,8,1981,51
22,8,1981,54
23,8,1981,46
24,8,1981,42
25,8,1981,41
26,8,1981,44
27,8,1981,41
28,8,1981,45
29,8,1981,32
30,8,1981,40
31,8,1981,42
1,9,1981,42
2,9,1981,86
3,9,1981,37
