dd,mm,yy,occurrence
1,1,2010,232
2,1,2010,37
3,1,2010,12
4,1,2010,9
5,1,2010,9
6,1,2010,3
7,1,2010,16
8,1,2010,7
9,1,2010,7
10,1,2010,12
11,1,2010,12
12,1,2010,9
13,1,2010,15
14,1,2010,7
15,1,2010,12
16,1,2010,2
17,1,2010,13
18,1,2010,11
19,1,2010,13
20,1,2010,13
21,1,2010,8
22,1,2010,8
23,1,2010,7
24,1,2010,6
25,1,2010,9
26,1,2010,14
27,1,2010,7
28,1,2010,5
29,1,2010,3
30,1,2010,10
31,1,2010,8
1,2,2010,65
2,2,2010,57
3,2,2010,23
4,2,2010,14
5,2,2010,14
6,2,2010,5
7,2,2010,2
8,2,2010,4
9,2,2010,5
10,2,2010,10
11,2,2010,9
12,2,2010,13
13,2,2010,8
14,2,2010,9
15,2,2010,13
16,2,2010,8
17,2,2010,9
18,2,2010,8
19,2,2010,10
20,2,2010,9
21,2,2010,4
22,2,2010,7
23,2,2010,16
24,2,2010,8
25,2,2010,8
26,2,2010,6
27,2,2010,12
28,2,2010,7
1,3,2010,28
2,3,2010,30
3,3,2010,19
4,3,2010,16
5,3,2010,8
6,3,2010,8
7,3,2010,5
8,3,2010,10
9,3,2010,3
10,3,2010,6
11,3,2010,5
12,3,2010,6
13,3,2010,10
14,3,2010,7
15,3,2010,11
16,3,2010,5
17,3,2010,8
18,3,2010,4
19,3,2010,9
20,3,2010,13
21,3,2010,5
22,3,2010,9
23,3,2010,17
24,3,2010,4
25,3,2010,6
26,3,2010,11
27,3,2010,8
28,3,2010,2
29,3,2010,8
30,3,2010,6
31,3,2010,14
1,4,2010,20
2,4,2010,15
3,4,2010,6
4,4,2010,15
5,4,2010,9
6,4,2010,6
7,4,2010,4
8,4,2010,3
9,4,2010,8
10,4,2010,12
11,4,2010,3
12,4,2010,9
13,4,2010,7
14,4,2010,8
15,4,2010,11
16,4,2010,10
17,4,2010,13
18,4,2010,4
19,4,2010,4
20,4,2010,13
21,4,2010,6
22,4,2010,15
23,4,2010,11
24,4,2010,9
25,4,2010,1
26,4,2010,4
27,4,2010,6
28,4,2010,5
29,4,2010,5
30,4,2010,11
1,5,2010,13
2,5,2010,7
3,5,2010,5
4,5,2010,5
5,5,2010,14
6,5,2010,4
7,5,2010,10
8,5,2010,5
9,5,2010,9
10,5,2010,4
11,5,2010,7
12,5,2010,5
13,5,2010,8
14,5,2010,7
15,5,2010,6
16,5,2010,4
17,5,2010,10
18,5,2010,6
19,5,2010,7
20,5,2010,9
21,5,2010,6
22,5,2010,7
23,5,2010,9
24,5,2010,11
25,5,2010,6
26,5,2010,10
27,5,2010,8
28,5,2010,8
29,5,2010,6
30,5,2010,5
31,5,2010,5
1,6,2010,20
2,6,2010,9
3,6,2010,12
4,6,2010,12
5,6,2010,6
6,6,2010,8
7,6,2010,4
8,6,2010,8
9,6,2010,5
10,6,2010,10
11,6,2010,14
12,6,2010,8
13,6,2010,7
14,6,2010,4
15,6,2010,11
16,6,2010,13
17,6,2010,13
18,6,2010,5
19,6,2010,9
20,6,2010,13
21,6,2010,8
22,6,2010,6
23,6,2010,6
24,6,2010,4
25,6,2010,11
26,6,2010,12
27,6,2010,5
28,6,2010,7
29,6,2010,9
30,6,2010,9
1,7,2010,14
2,7,2010,10
3,7,2010,9
4,7,2010,6
5,7,2010,10
6,7,2010,3
7,7,2010,15
8,7,2010,3
9,7,2010,7
10,7,2010,14
11,7,2010,7
12,7,2010,8
13,7,2010,6
14,7,2010,7
15,7,2010,11
16,7,2010,10
17,7,2010,14
18,7,2010,3
19,7,2010,8
20,7,2010,11
21,7,2010,7
22,7,2010,8
23,7,2010,9
24,7,2010,12
25,7,2010,7
26,7,2010,7
27,7,2010,14
28,7,2010,12
29,7,2010,5
30,7,2010,9
31,7,2010,17
1,8,2010,10
2,8,2010,9
3,8,2010,6
4,8,2010,7
5,8,2010,3
6,8,2010,7
7,8,2010,13
8,8,2010,10
9,8,2010,7
10,8,2010,7
11,8,2010,7
12,8,2010,4
13,8,2010,14
14,8,2010,10
15,8,2010,9
16,8,2010,5
17,8,2010,17
18,8,2010,9
19,8,2010,15
20,8,2010,18
21,8,2010,7
22,8,2010,13
23,8,2010,8
24,8,2010,12
25,8,2010,5
26,8,2010,10
27,8,2010,13
28,8,2010,20
29,8,2010,10
30,8,2010,4
31,8,2010,12
1,9,2010,81
2,9,2010,3
3,9,2010,8
4,9,2010,12
5,9,2010,3
6,9,2010,6
7,9,2010,6
8,9,2010,12
9,9,2010,14
10,9,2010,13
11,9,2010,9
12,9,2010,7
13,9,2010,9
14,9,2010,6
15,9,2010,4
16,9,2010,6
17,9,2010,16
18,9,2010,5
19,9,2010,3
20,9,2010,31
21,9,2010,5
22,9,2010,4
23,9,2010,10
24,9,2010,2
25,9,2010,16
26,9,2010,3
27,9,2010,5
28,9,2010,6
29,9,2010,4
30,9,2010,11
1,10,2010,43
2,10,2010,10
3,10,2010,3
4,10,2010,3
5,10,2010,7
6,10,2010,10
7,10,2010,6
8,10,2010,6
9,10,2010,6
10,10,2010,8
11,10,2010,5
12,10,2010,6
13,10,2010,4
14,10,2010,5
15,10,2010,16
16,10,2010,7
17,10,2010,2
18,10,2010,5
19,10,2010,9
20,10,2010,3
21,10,2010,4
22,10,2010,3
23,10,2010,7
24,10,2010,5
25,10,2010,11
26,10,2010,11
27,10,2010,4
28,10,2010,2
29,10,2010,9
30,10,2010,6
31,10,2010,6
1,11,2010,19
2,11,2010,6
3,11,2010,3
4,11,2010,4
5,11,2010,3
6,11,2010,5
7,11,2010,0
8,11,2010,3
9,11,2010,6
10,11,2010,9
11,11,2010,6
12,11,2010,6
13,11,2010,6
14,11,2010,7
15,11,2010,7
16,11,2010,6
17,11,2010,4
18,11,2010,2
19,11,2010,3
20,11,2010,13
21,11,2010,6
22,11,2010,9
23,11,2010,3
24,11,2010,5
25,11,2010,5
26,11,2010,3
27,11,2010,4
28,11,2010,3
29,11,2010,6
30,11,2010,5
1,12,2010,19
2,12,2010,1
3,12,2010,3
4,12,2010,4
5,12,2010,3
6,12,2010,3
7,12,2010,8
8,12,2010,3
9,12,2010,7
10,12,2010,6
11,12,2010,2
12,12,2010,10
13,12,2010,6
14,12,2010,3
15,12,2010,5
16,12,2010,6
17,12,2010,5
18,12,2010,7
19,12,2010,4
20,12,2010,7
21,12,2010,10
22,12,2010,3
23,12,2010,6
24,12,2010,1
25,12,2010,10
26,12,2010,4
27,12,2010,2
28,12,2010,6
29,12,2010,6
30,12,2010,6
31,12,2010,29
