dd,mm,yy,occurrence
1,1,1955,39
2,1,1955,17
3,1,1955,14
4,1,1955,11
5,1,1955,12
6,1,1955,7
7,1,1955,11
8,1,1955,6
9,1,1955,9
10,1,1955,9
11,1,1955,12
12,1,1955,16
13,1,1955,4
14,1,1955,8
15,1,1955,7
16,1,1955,9
17,1,1955,12
18,1,1955,10
19,1,1955,6
20,1,1955,4
21,1,1955,11
22,1,1955,9
23,1,1955,5
24,1,1955,10
25,1,1955,11
26,1,1955,10
27,1,1955,7
28,1,1955,9
29,1,1955,11
30,1,1955,15
31,1,1955,5
1,2,1955,21
2,2,1955,7
3,2,1955,11
4,2,1955,10
5,2,1955,10
6,2,1955,11
7,2,1955,7
8,2,1955,6
9,2,1955,11
10,2,1955,13
11,2,1955,8
12,2,1955,9
13,2,1955,12
14,2,1955,6
15,2,1955,11
16,2,1955,4
17,2,1955,9
18,2,1955,7
19,2,1955,11
20,2,1955,12
21,2,1955,9
22,2,1955,17
23,2,1955,15
24,2,1955,5
25,2,1955,4
26,2,1955,9
27,2,1955,10
28,2,1955,17
1,3,1955,14
2,3,1955,10
3,3,1955,13
4,3,1955,12
5,3,1955,13
6,3,1955,17
7,3,1955,4
8,3,1955,16
9,3,1955,7
10,3,1955,9
11,3,1955,5
12,3,1955,9
13,3,1955,12
14,3,1955,11
15,3,1955,9
16,3,1955,14
17,3,1955,5
18,3,1955,9
19,3,1955,11
20,3,1955,11
21,3,1955,7
22,3,1955,9
23,3,1955,15
24,3,1955,7
25,3,1955,7
26,3,1955,13
27,3,1955,9
28,3,1955,10
29,3,1955,9
30,3,1955,4
31,3,1955,6
1,4,1955,9
2,4,1955,11
3,4,1955,10
4,4,1955,17
5,4,1955,5
6,4,1955,13
7,4,1955,10
8,4,1955,13
9,4,1955,7
10,4,1955,8
11,4,1955,16
12,4,1955,12
13,4,1955,10
14,4,1955,10
15,4,1955,14
16,4,1955,14
17,4,1955,8
18,4,1955,9
19,4,1955,4
20,4,1955,8
21,4,1955,7
22,4,1955,10
23,4,1955,7
24,4,1955,5
25,4,1955,9
26,4,1955,6
27,4,1955,7
28,4,1955,10
29,4,1955,6
30,4,1955,15
1,5,1955,18
2,5,1955,9
3,5,1955,8
4,5,1955,8
5,5,1955,16
6,5,1955,17
7,5,1955,6
8,5,1955,11
9,5,1955,12
10,5,1955,9
11,5,1955,7
12,5,1955,10
13,5,1955,9
14,5,1955,9
15,5,1955,13
16,5,1955,8
17,5,1955,5
18,5,1955,10
19,5,1955,6
20,5,1955,9
21,5,1955,13
22,5,1955,10
23,5,1955,11
24,5,1955,5
25,5,1955,15
26,5,1955,4
27,5,1955,9
28,5,1955,11
29,5,1955,12
30,5,1955,9
31,5,1955,8
1,6,1955,9
2,6,1955,13
3,6,1955,7
4,6,1955,4
5,6,1955,7
6,6,1955,7
7,6,1955,10
8,6,1955,4
9,6,1955,8
10,6,1955,11
11,6,1955,3
12,6,1955,8
13,6,1955,9
14,6,1955,9
15,6,1955,12
16,6,1955,5
17,6,1955,8
18,6,1955,10
19,6,1955,10
20,6,1955,3
21,6,1955,5
22,6,1955,9
23,6,1955,9
24,6,1955,7
25,6,1955,9
26,6,1955,9
27,6,1955,9
28,6,1955,4
29,6,1955,4
30,6,1955,6
1,7,1955,8
2,7,1955,5
3,7,1955,8
4,7,1955,6
5,7,1955,10
6,7,1955,14
7,7,1955,8
8,7,1955,5
9,7,1955,9
10,7,1955,10
11,7,1955,8
12,7,1955,8
13,7,1955,5
14,7,1955,6
15,7,1955,10
16,7,1955,12
17,7,1955,7
18,7,1955,10
19,7,1955,10
20,7,1955,6
21,7,1955,11
22,7,1955,7
23,7,1955,12
24,7,1955,12
25,7,1955,10
26,7,1955,8
27,7,1955,16
28,7,1955,10
29,7,1955,5
30,7,1955,8
31,7,1955,10
1,8,1955,12
2,8,1955,10
3,8,1955,8
4,8,1955,15
5,8,1955,12
6,8,1955,13
7,8,1955,15
8,8,1955,8
9,8,1955,5
10,8,1955,10
11,8,1955,14
12,8,1955,8
13,8,1955,13
14,8,1955,8
15,8,1955,6
16,8,1955,7
17,8,1955,6
18,8,1955,10
19,8,1955,12
20,8,1955,7
21,8,1955,10
22,8,1955,7
23,8,1955,9
24,8,1955,7
25,8,1955,8
26,8,1955,4
27,8,1955,11
28,8,1955,10
29,8,1955,7
30,8,1955,14
31,8,1955,6
1,9,1955,12
2,9,1955,10
3,9,1955,6
4,9,1955,8
5,9,1955,11
6,9,1955,15
7,9,1955,11
8,9,1955,6
9,9,1955,11
10,9,1955,8
11,9,1955,10
12,9,1955,6
13,9,1955,5
14,9,1955,13
15,9,1955,5
16,9,1955,7
17,9,1955,13
18,9,1955,13
19,9,1955,11
20,9,1955,9
21,9,1955,10
22,9,1955,14
23,9,1955,8
24,9,1955,3
25,9,1955,11
26,9,1955,6
27,9,1955,10
28,9,1955,8
29,9,1955,7
30,9,1955,6
1,10,1955,5
2,10,1955,7
3,10,1955,8
4,10,1955,4
5,10,1955,10
6,10,1955,6
7,10,1955,4
8,10,1955,3
9,10,1955,5
10,10,1955,10
11,10,1955,13
12,10,1955,3
13,10,1955,6
14,10,1955,13
15,10,1955,11
16,10,1955,14
17,10,1955,6
18,10,1955,7
19,10,1955,7
20,10,1955,7
21,10,1955,6
22,10,1955,6
23,10,1955,7
24,10,1955,3
25,10,1955,8
26,10,1955,13
27,10,1955,10
28,10,1955,10
29,10,1955,6
30,10,1955,9
31,10,1955,7
1,11,1955,9
2,11,1955,8
3,11,1955,9
4,11,1955,7
5,11,1955,8
6,11,1955,8
7,11,1955,11
8,11,1955,3
