dd,mm,yy,occurrence
1,1,1960,86
2,1,1960,19
3,1,1960,23
4,1,1960,17
5,1,1960,22
6,1,1960,12
7,1,1960,15
8,1,1960,17
9,1,1960,15
10,1,1960,25
11,1,1960,16
12,1,1960,8
13,1,1960,19
14,1,1960,14
15,1,1960,16
16,1,1960,17
17,1,1960,14
18,1,1960,18
19,1,1960,16
20,1,1960,12
21,1,1960,12
22,1,1960,10
23,1,1960,16
24,1,1960,22
25,1,1960,15
26,1,1960,19
27,1,1960,13
28,1,1960,15
29,1,1960,10
30,1,1960,15
31,1,1960,13
1,2,1960,30
2,2,1960,17
3,2,1960,17
4,2,1960,15
5,2,1960,14
6,2,1960,15
7,2,1960,14
8,2,1960,16
9,2,1960,16
10,2,1960,15
11,2,1960,16
12,2,1960,16
13,2,1960,24
14,2,1960,24
15,2,1960,17
16,2,1960,11
17,2,1960,11
18,2,1960,13
19,2,1960,21
20,2,1960,17
21,2,1960,15
22,2,1960,13
23,2,1960,20
24,2,1960,16
25,2,1960,18
26,2,1960,14
27,2,1960,18
28,2,1960,17
29,2,1960,21
1,3,1960,21
2,3,1960,13
3,3,1960,16
4,3,1960,11
5,3,1960,21
6,3,1960,15
7,3,1960,15
8,3,1960,17
9,3,1960,9
10,3,1960,18
11,3,1960,15
12,3,1960,21
13,3,1960,9
14,3,1960,18
15,3,1960,13
16,3,1960,14
17,3,1960,10
18,3,1960,22
19,3,1960,13
20,3,1960,19
21,3,1960,12
22,3,1960,18
23,3,1960,10
24,3,1960,12
25,3,1960,15
26,3,1960,9
27,3,1960,19
28,3,1960,22
29,3,1960,14
30,3,1960,16
31,3,1960,21
1,4,1960,28
2,4,1960,11
3,4,1960,12
4,4,1960,19
5,4,1960,16
6,4,1960,18
7,4,1960,19
8,4,1960,14
9,4,1960,6
10,4,1960,22
11,4,1960,13
12,4,1960,19
13,4,1960,23
14,4,1960,11
15,4,1960,18
16,4,1960,13
17,4,1960,16
18,4,1960,13
19,4,1960,12
20,4,1960,11
21,4,1960,19
22,4,1960,17
23,4,1960,15
24,4,1960,15
25,4,1960,24
26,4,1960,16
27,4,1960,17
28,4,1960,17
29,4,1960,16
30,4,1960,15
1,5,1960,29
2,5,1960,13
3,5,1960,19
4,5,1960,11
5,5,1960,22
6,5,1960,17
7,5,1960,7
8,5,1960,12
9,5,1960,14
10,5,1960,18
11,5,1960,17
12,5,1960,10
13,5,1960,14
14,5,1960,19
15,5,1960,14
16,5,1960,15
17,5,1960,16
18,5,1960,14
19,5,1960,11
20,5,1960,14
21,5,1960,14
22,5,1960,18
23,5,1960,11
24,5,1960,11
25,5,1960,14
26,5,1960,13
27,5,1960,24
28,5,1960,19
29,5,1960,18
30,5,1960,9
31,5,1960,10
1,6,1960,22
2,6,1960,13
3,6,1960,16
4,6,1960,12
5,6,1960,19
6,6,1960,21
7,6,1960,20
8,6,1960,13
9,6,1960,12
10,6,1960,32
11,6,1960,17
12,6,1960,11
13,6,1960,8
14,6,1960,15
15,6,1960,15
16,6,1960,10
17,6,1960,15
18,6,1960,10
19,6,1960,27
20,6,1960,15
21,6,1960,17
