dd,mm,yy,occurrence
1,1,1997,28
2,1,1997,31
3,1,1997,30
4,1,1997,21
5,1,1997,34
6,1,1997,16
7,1,1997,21
8,1,1997,20
9,1,1997,25
10,1,1997,39
11,1,1997,24
12,1,1997,26
13,1,1997,27
14,1,1997,38
15,1,1997,22
16,1,1997,36
17,1,1997,29
18,1,1997,35
19,1,1997,21
20,1,1997,14
21,1,1997,17
22,1,1997,31
23,1,1997,39
24,1,1997,24
25,1,1997,15
26,1,1997,17
27,1,1997,25
28,1,1997,24
29,1,1997,21
30,1,1997,24
31,1,1997,29
1,2,1997,30
2,2,1997,22
3,2,1997,26
4,2,1997,18
5,2,1997,31
6,2,1997,25
7,2,1997,22
8,2,1997,18
9,2,1997,26
10,2,1997,39
11,2,1997,21
12,2,1997,36
13,2,1997,17
14,2,1997,36
15,2,1997,27
16,2,1997,25
17,2,1997,26
18,2,1997,22
19,2,1997,27
20,2,1997,20
21,2,1997,33
22,2,1997,31
23,2,1997,26
24,2,1997,25
25,2,1997,38
26,2,1997,22
27,2,1997,27
28,2,1997,30
1,3,1997,20
2,3,1997,28
3,3,1997,31
4,3,1997,34
5,3,1997,28
6,3,1997,24
7,3,1997,26
8,3,1997,18
9,3,1997,21
10,3,1997,27
11,3,1997,17
12,3,1997,29
13,3,1997,29
14,3,1997,21
15,3,1997,22
16,3,1997,15
17,3,1997,20
18,3,1997,19
19,3,1997,28
20,3,1997,22
21,3,1997,24
22,3,1997,17
23,3,1997,16
24,3,1997,21
25,3,1997,32
26,3,1997,26
27,3,1997,30
28,3,1997,26
29,3,1997,23
30,3,1997,18
31,3,1997,21
1,4,1997,42
2,4,1997,37
3,4,1997,21
4,4,1997,30
5,4,1997,29
6,4,1997,18
7,4,1997,21
8,4,1997,16
9,4,1997,15
10,4,1997,32
11,4,1997,28
12,4,1997,19
13,4,1997,16
14,4,1997,25
15,4,1997,31
16,4,1997,23
17,4,1997,15
18,4,1997,27
19,4,1997,17
20,4,1997,16
21,4,1997,30
22,4,1997,27
23,4,1997,26
24,4,1997,18
25,4,1997,33
26,4,1997,22
27,4,1997,16
28,4,1997,19
29,4,1997,19
30,4,1997,28
1,5,1997,26
2,5,1997,21
3,5,1997,20
4,5,1997,30
5,5,1997,35
6,5,1997,29
7,5,1997,27
8,5,1997,23
9,5,1997,20
10,5,1997,24
11,5,1997,19
12,5,1997,27
13,5,1997,25
14,5,1997,30
15,5,1997,29
16,5,1997,19
17,5,1997,26
18,5,1997,15
19,5,1997,25
20,5,1997,28
21,5,1997,31
22,5,1997,22
23,5,1997,26
24,5,1997,28
25,5,1997,13
26,5,1997,22
27,5,1997,24
28,5,1997,22
29,5,1997,30
30,5,1997,21
31,5,1997,25
1,6,1997,15
2,6,1997,23
3,6,1997,25
4,6,1997,28
5,6,1997,18
6,6,1997,26
7,6,1997,18
8,6,1997,19
9,6,1997,21
10,6,1997,26
11,6,1997,22
12,6,1997,24
13,6,1997,14
14,6,1997,20
15,6,1997,17
16,6,1997,23
17,6,1997,26
18,6,1997,24
19,6,1997,27
20,6,1997,31
21,6,1997,24
22,6,1997,16
23,6,1997,16
24,6,1997,22
25,6,1997,19
26,6,1997,28
27,6,1997,29
28,6,1997,13
29,6,1997,26
30,6,1997,27
1,7,1997,18
2,7,1997,31
3,7,1997,14
4,7,1997,19
5,7,1997,20
6,7,1997,17
7,7,1997,39
8,7,1997,24
9,7,1997,19
10,7,1997,23
11,7,1997,25
12,7,1997,21
13,7,1997,23
14,7,1997,29
15,7,1997,15
16,7,1997,21
17,7,1997,30
18,7,1997,18
19,7,1997,17
20,7,1997,18
21,7,1997,18
22,7,1997,33
23,7,1997,31
24,7,1997,26
25,7,1997,24
26,7,1997,23
27,7,1997,19
28,7,1997,25
29,7,1997,27
30,7,1997,31
31,7,1997,35
1,8,1997,25
2,8,1997,19
3,8,1997,24
4,8,1997,17
5,8,1997,27
6,8,1997,28
7,8,1997,27
8,8,1997,22
9,8,1997,29
10,8,1997,20
11,8,1997,19
12,8,1997,31
13,8,1997,22
14,8,1997,19
15,8,1997,21
16,8,1997,25
17,8,1997,20
18,8,1997,21
19,8,1997,31
20,8,1997,16
21,8,1997,26
22,8,1997,30
23,8,1997,18
24,8,1997,18
