dd,mm,yy,occurrence
1,1,1941,9
2,1,1941,2
3,1,1941,0
4,1,1941,1
5,1,1941,2
6,1,1941,0
7,1,1941,2
8,1,1941,1
9,1,1941,1
10,1,1941,4
11,1,1941,2
12,1,1941,4
13,1,1941,1
14,1,1941,0
15,1,1941,0
16,1,1941,1
17,1,1941,2
18,1,1941,1
19,1,1941,1
20,1,1941,0
21,1,1941,2
22,1,1941,1
23,1,1941,1
24,1,1941,2
25,1,1941,1
26,1,1941,1
27,1,1941,4
28,1,1941,0
29,1,1941,4
30,1,1941,1
31,1,1941,1
1,2,1941,1
2,2,1941,3
3,2,1941,3
4,2,1941,0
5,2,1941,2
6,2,1941,1
7,2,1941,0
8,2,1941,1
9,2,1941,2
10,2,1941,4
11,2,1941,0
12,2,1941,0
13,2,1941,2
14,2,1941,1
15,2,1941,3
16,2,1941,1
17,2,1941,3
18,2,1941,3
19,2,1941,2
20,2,1941,0
21,2,1941,0
22,2,1941,3
23,2,1941,2
24,2,1941,1
25,2,1941,1
26,2,1941,0
27,2,1941,1
28,2,1941,1
1,3,1941,2
2,3,1941,1
3,3,1941,2
4,3,1941,2
5,3,1941,1
6,3,1941,0
7,3,1941,1
8,3,1941,2
9,3,1941,1
10,3,1941,3
11,3,1941,2
12,3,1941,3
13,3,1941,2
14,3,1941,0
15,3,1941,2
16,3,1941,2
17,3,1941,2
18,3,1941,3
19,3,1941,3
20,3,1941,0
21,3,1941,1
22,3,1941,1
23,3,1941,1
24,3,1941,1
25,3,1941,1
26,3,1941,3
27,3,1941,1
28,3,1941,0
29,3,1941,4
30,3,1941,0
31,3,1941,2
1,4,1941,2
2,4,1941,0
3,4,1941,1
4,4,1941,1
5,4,1941,4
6,4,1941,0
7,4,1941,1
8,4,1941,0
9,4,1941,0
10,4,1941,1
11,4,1941,1
12,4,1941,1
13,4,1941,1
14,4,1941,3
15,4,1941,2
16,4,1941,1
17,4,1941,0
18,4,1941,1
19,4,1941,2
20,4,1941,0
21,4,1941,1
22,4,1941,2
23,4,1941,2
24,4,1941,2
25,4,1941,2
26,4,1941,1
27,4,1941,0
28,4,1941,0
29,4,1941,1
30,4,1941,0
1,5,1941,4
2,5,1941,2
3,5,1941,2
4,5,1941,0
5,5,1941,1
6,5,1941,3
7,5,1941,0
8,5,1941,1
9,5,1941,5
10,5,1941,2
11,5,1941,0
12,5,1941,2
13,5,1941,0
14,5,1941,2
15,5,1941,1
16,5,1941,0
17,5,1941,0
18,5,1941,1
19,5,1941,2
20,5,1941,0
21,5,1941,1
22,5,1941,1
23,5,1941,2
24,5,1941,1
25,5,1941,1
26,5,1941,2
27,5,1941,0
28,5,1941,1
29,5,1941,1
30,5,1941,1
31,5,1941,0
1,6,1941,2
2,6,1941,2
3,6,1941,0
4,6,1941,2
5,6,1941,2
6,6,1941,2
7,6,1941,0
8,6,1941,2
9,6,1941,0
10,6,1941,2
11,6,1941,0
12,6,1941,1
13,6,1941,0
14,6,1941,2
15,6,1941,2
16,6,1941,0
17,6,1941,2
18,6,1941,2
19,6,1941,1
20,6,1941,0
21,6,1941,3
22,6,1941,85
23,6,1941,1
24,6,1941,0
25,6,1941,1
26,6,1941,2
27,6,1941,0
28,6,1941,2
29,6,1941,0
30,6,1941,2
1,7,1941,2
2,7,1941,0
3,7,1941,0
4,7,1941,0
5,7,1941,1
6,7,1941,2
7,7,1941,1
8,7,1941,3
9,7,1941,2
10,7,1941,1
11,7,1941,2
12,7,1941,13
13,7,1941,1
14,7,1941,3
15,7,1941,1
16,7,1941,2
17,7,1941,0
18,7,1941,1
19,7,1941,1
20,7,1941,0
21,7,1941,3
22,7,1941,3
23,7,1941,0
24,7,1941,1
25,7,1941,1
26,7,1941,0
27,7,1941,3
28,7,1941,2
29,7,1941,3
30,7,1941,1
31,7,1941,1
1,8,1941,2
2,8,1941,1
3,8,1941,2
4,8,1941,2
5,8,1941,3
6,8,1941,0
7,8,1941,2
8,8,1941,0
9,8,1941,1
10,8,1941,1
11,8,1941,2
12,8,1941,0
13,8,1941,0
14,8,1941,2
15,8,1941,2
16,8,1941,1
17,8,1941,0
18,8,1941,2
19,8,1941,0
20,8,1941,0
21,8,1941,0
22,8,1941,2
23,8,1941,2
24,8,1941,1
25,8,1941,0
26,8,1941,3
27,8,1941,0
28,8,1941,0
29,8,1941,0
30,8,1941,1
31,8,1941,0
1,9,1941,0
2,9,1941,0
3,9,1941,1
4,9,1941,0
5,9,1941,1
6,9,1941,0
7,9,1941,3
8,9,1941,0
9,9,1941,1
10,9,1941,1
11,9,1941,1
12,9,1941,1
13,9,1941,1
14,9,1941,2
15,9,1941,1
16,9,1941,1
17,9,1941,0
18,9,1941,1
19,9,1941,1
20,9,1941,0
21,9,1941,1
22,9,1941,1
23,9,1941,3
24,9,1941,1
25,9,1941,0
26,9,1941,1
27,9,1941,2
28,9,1941,0
29,9,1941,5
30,9,1941,2
1,10,1941,2
2,10,1941,0
3,10,1941,0
4,10,1941,3
5,10,1941,0
6,10,1941,0
7,10,1941,2
8,10,1941,0
9,10,1941,2
