dd,mm,yy,occurrence
1,1,1996,59
2,1,1996,20
3,1,1996,26
4,1,1996,36
5,1,1996,38
6,1,1996,20
7,1,1996,12
8,1,1996,19
9,1,1996,32
10,1,1996,28
11,1,1996,23
12,1,1996,27
13,1,1996,32
14,1,1996,21
15,1,1996,26
16,1,1996,38
17,1,1996,45
18,1,1996,30
19,1,1996,30
20,1,1996,31
21,1,1996,26
22,1,1996,33
23,1,1996,35
24,1,1996,31
25,1,1996,26
26,1,1996,28
27,1,1996,27
28,1,1996,22
29,1,1996,21
30,1,1996,32
31,1,1996,25
1,2,1996,41
2,2,1996,46
3,2,1996,24
4,2,1996,25
5,2,1996,38
6,2,1996,36
7,2,1996,22
8,2,1996,22
9,2,1996,26
10,2,1996,26
11,2,1996,39
12,2,1996,41
13,2,1996,37
14,2,1996,39
15,2,1996,30
16,2,1996,25
17,2,1996,31
18,2,1996,27
19,2,1996,29
20,2,1996,32
21,2,1996,38
22,2,1996,36
23,2,1996,40
24,2,1996,37
25,2,1996,31
26,2,1996,33
27,2,1996,41
28,2,1996,42
29,2,1996,22
1,3,1996,43
2,3,1996,28
3,3,1996,37
4,3,1996,38
5,3,1996,37
6,3,1996,25
7,3,1996,36
8,3,1996,30
9,3,1996,26
10,3,1996,29
11,3,1996,25
12,3,1996,42
13,3,1996,31
14,3,1996,34
15,3,1996,39
16,3,1996,16
17,3,1996,28
18,3,1996,29
19,3,1996,28
20,3,1996,30
21,3,1996,26
22,3,1996,25
23,3,1996,29
24,3,1996,19
25,3,1996,39
26,3,1996,24
27,3,1996,27
28,3,1996,26
29,3,1996,38
30,3,1996,18
31,3,1996,31
1,4,1996,27
2,4,1996,28
3,4,1996,20
4,4,1996,32
5,4,1996,31
6,4,1996,22
7,4,1996,23
8,4,1996,30
9,4,1996,25
10,4,1996,33
11,4,1996,39
12,4,1996,33
13,4,1996,28
14,4,1996,22
15,4,1996,30
16,4,1996,35
17,4,1996,30
18,4,1996,30
19,4,1996,30
20,4,1996,31
21,4,1996,21
22,4,1996,37
23,4,1996,53
24,4,1996,33
25,4,1996,36
26,4,1996,39
27,4,1996,27
28,4,1996,26
29,4,1996,33
30,4,1996,27
1,5,1996,26
2,5,1996,40
3,5,1996,21
4,5,1996,33
5,5,1996,42
6,5,1996,22
7,5,1996,24
8,5,1996,36
9,5,1996,23
10,5,1996,34
11,5,1996,23
12,5,1996,29
13,5,1996,43
14,5,1996,32
15,5,1996,24
16,5,1996,54
17,5,1996,41
18,5,1996,35
19,5,1996,39
20,5,1996,34
21,5,1996,35
22,5,1996,33
23,5,1996,29
24,5,1996,36
25,5,1996,19
26,5,1996,27
27,5,1996,18
28,5,1996,27
29,5,1996,31
30,5,1996,31
31,5,1996,33
1,6,1996,28
2,6,1996,30
3,6,1996,30
4,6,1996,34
5,6,1996,30
6,6,1996,35
7,6,1996,22
8,6,1996,25
9,6,1996,27
10,6,1996,29
11,6,1996,26
12,6,1996,41
13,6,1996,33
14,6,1996,36
15,6,1996,31
16,6,1996,30
