dd,mm,yy,occurrence
1,1,2011,604
2,1,2011,28
3,1,2011,10
4,1,2011,5
5,1,2011,2
6,1,2011,6
7,1,2011,7
8,1,2011,5
9,1,2011,5
10,1,2011,7
11,1,2011,8
12,1,2011,14
13,1,2011,11
14,1,2011,4
15,1,2011,8
16,1,2011,3
17,1,2011,6
18,1,2011,7
19,1,2011,10
20,1,2011,11
21,1,2011,9
22,1,2011,9
23,1,2011,6
24,1,2011,4
25,1,2011,7
26,1,2011,5
27,1,2011,8
28,1,2011,7
29,1,2011,5
30,1,2011,6
31,1,2011,7
1,2,2011,44
2,2,2011,32
3,2,2011,12
4,2,2011,4
5,2,2011,3
6,2,2011,5
7,2,2011,5
8,2,2011,3
9,2,2011,6
10,2,2011,4
11,2,2011,7
12,2,2011,4
13,2,2011,4
14,2,2011,10
15,2,2011,4
16,2,2011,4
17,2,2011,7
18,2,2011,4
19,2,2011,4
20,2,2011,3
21,2,2011,3
22,2,2011,4
23,2,2011,2
24,2,2011,2
25,2,2011,2
26,2,2011,0
27,2,2011,1
28,2,2011,8
1,3,2011,24
2,3,2011,12
3,3,2011,8
4,3,2011,4
5,3,2011,4
6,3,2011,6
7,3,2011,6
8,3,2011,8
9,3,2011,5
10,3,2011,4
11,3,2011,4
12,3,2011,2
13,3,2011,1
14,3,2011,6
15,3,2011,4
16,3,2011,2
17,3,2011,1
18,3,2011,6
19,3,2011,1
20,3,2011,5
21,3,2011,4
22,3,2011,2
23,3,2011,1
24,3,2011,4
25,3,2011,4
26,3,2011,2
27,3,2011,1
28,3,2011,1
29,3,2011,1
30,3,2011,1
31,3,2011,3
1,4,2011,19
2,4,2011,9
3,4,2011,3
4,4,2011,3
5,4,2011,2
6,4,2011,2
7,4,2011,5
8,4,2011,3
9,4,2011,3
10,4,2011,2
11,4,2011,5
12,4,2011,5
13,4,2011,2
14,4,2011,4
15,4,2011,3
16,4,2011,1
17,4,2011,3
18,4,2011,3
19,4,2011,5
20,4,2011,2
21,4,2011,9
22,4,2011,2
23,4,2011,2
24,4,2011,2
25,4,2011,1
26,4,2011,2
27,4,2011,1
28,4,2011,3
29,4,2011,1
30,4,2011,3
1,5,2011,9
2,5,2011,4
3,5,2011,4
4,5,2011,4
5,5,2011,7
6,5,2011,3
7,5,2011,2
8,5,2011,2
9,5,2011,4
10,5,2011,1
11,5,2011,3
12,5,2011,4
13,5,2011,5
14,5,2011,0
15,5,2011,2
16,5,2011,4
17,5,2011,3
18,5,2011,2
19,5,2011,0
20,5,2011,2
21,5,2011,4
22,5,2011,0
23,5,2011,3
24,5,2011,1
25,5,2011,2
26,5,2011,0
27,5,2011,1
28,5,2011,2
29,5,2011,2
30,5,2011,1
31,5,2011,5
1,6,2011,13
2,6,2011,3
3,6,2011,4
4,6,2011,4
5,6,2011,4
6,6,2011,1
7,6,2011,5
8,6,2011,1
9,6,2011,7
10,6,2011,2
11,6,2011,0
12,6,2011,0
13,6,2011,0
14,6,2011,2
15,6,2011,6
16,6,2011,4
17,6,2011,2
18,6,2011,1
19,6,2011,0
20,6,2011,5
21,6,2011,4
22,6,2011,2
23,6,2011,2
24,6,2011,4
25,6,2011,0
26,6,2011,3
27,6,2011,1
28,6,2011,7
29,6,2011,1
30,6,2011,1
1,7,2011,13
2,7,2011,4
3,7,2011,2
4,7,2011,4
5,7,2011,2
6,7,2011,3
7,7,2011,2
8,7,2011,4
9,7,2011,1
10,7,2011,3
11,7,2011,3
12,7,2011,4
13,7,2011,3
14,7,2011,1
15,7,2011,4
16,7,2011,4
17,7,2011,3
18,7,2011,6
19,7,2011,2
20,7,2011,5
21,7,2011,0
22,7,2011,2
23,7,2011,2
24,7,2011,1
25,7,2011,2
26,7,2011,0
27,7,2011,2
28,7,2011,4
29,7,2011,2
30,7,2011,3
31,7,2011,3
1,8,2011,10
2,8,2011,1
3,8,2011,3
4,8,2011,2
5,8,2011,5
6,8,2011,1
7,8,2011,4
8,8,2011,1
9,8,2011,0
10,8,2011,2
11,8,2011,3
12,8,2011,3
13,8,2011,1
14,8,2011,3
15,8,2011,5
16,8,2011,2
17,8,2011,1
18,8,2011,0
