dd,mm,yy,occurrence
1,1,1991,183
2,1,1991,44
3,1,1991,66
4,1,1991,47
5,1,1991,40
6,1,1991,57
7,1,1991,40
8,1,1991,47
9,1,1991,63
10,1,1991,53
11,1,1991,77
12,1,1991,56
13,1,1991,55
14,1,1991,53
15,1,1991,66
16,1,1991,66
17,1,1991,54
18,1,1991,65
19,1,1991,54
20,1,1991,52
21,1,1991,80
22,1,1991,63
23,1,1991,59
24,1,1991,62
25,1,1991,65
26,1,1991,57
27,1,1991,48
28,1,1991,61
29,1,1991,58
30,1,1991,47
31,1,1991,50
1,2,1991,60
2,2,1991,82
3,2,1991,42
4,2,1991,41
5,2,1991,67
6,2,1991,48
7,2,1991,67
8,2,1991,61
9,2,1991,52
10,2,1991,52
11,2,1991,60
12,2,1991,73
13,2,1991,71
14,2,1991,71
15,2,1991,61
16,2,1991,58
17,2,1991,55
18,2,1991,62
19,2,1991,67
20,2,1991,58
21,2,1991,60
22,2,1991,53
23,2,1991,72
24,2,1991,73
25,2,1991,56
26,2,1991,49
27,2,1991,68
28,2,1991,58
1,3,1991,70
2,3,1991,76
3,3,1991,69
4,3,1991,69
5,3,1991,65
6,3,1991,42
7,3,1991,60
8,3,1991,65
9,3,1991,61
10,3,1991,72
11,3,1991,68
12,3,1991,60
13,3,1991,69
14,3,1991,52
15,3,1991,68
16,3,1991,56
17,3,1991,66
18,3,1991,72
19,3,1991,55
20,3,1991,68
21,3,1991,66
22,3,1991,72
23,3,1991,61
24,3,1991,54
25,3,1991,71
26,3,1991,72
27,3,1991,52
28,3,1991,57
29,3,1991,57
30,3,1991,49
31,3,1991,40
1,4,1991,61
2,4,1991,59
3,4,1991,82
4,4,1991,82
5,4,1991,64
6,4,1991,48
7,4,1991,46
8,4,1991,46
9,4,1991,52
10,4,1991,68
11,4,1991,69
12,4,1991,71
13,4,1991,69
14,4,1991,63
15,4,1991,52
16,4,1991,52
17,4,1991,76
18,4,1991,69
19,4,1991,48
20,4,1991,43
21,4,1991,67
22,4,1991,66
23,4,1991,66
24,4,1991,62
25,4,1991,70
26,4,1991,72
27,4,1991,43
28,4,1991,64
29,4,1991,50
30,4,1991,77
1,5,1991,49
2,5,1991,53
3,5,1991,56
4,5,1991,51
5,5,1991,67
6,5,1991,57
7,5,1991,46
8,5,1991,44
9,5,1991,55
10,5,1991,49
11,5,1991,60
12,5,1991,50
13,5,1991,68
14,5,1991,58
15,5,1991,66
16,5,1991,56
17,5,1991,59
18,5,1991,55
19,5,1991,48
20,5,1991,51
21,5,1991,83
22,5,1991,70
23,5,1991,73
24,5,1991,56
25,5,1991,62
26,5,1991,51
27,5,1991,64
28,5,1991,59
29,5,1991,56
30,5,1991,55
31,5,1991,71
1,6,1991,55
2,6,1991,50
3,6,1991,60
4,6,1991,73
5,6,1991,56
6,6,1991,53
7,6,1991,56
8,6,1991,40
9,6,1991,61
10,6,1991,57
11,6,1991,83
12,6,1991,56
13,6,1991,70
14,6,1991,86
15,6,1991,51
16,6,1991,48
17,6,1991,71
18,6,1991,71
19,6,1991,70
20,6,1991,59
21,6,1991,54
22,6,1991,61
23,6,1991,54
24,6,1991,58
25,6,1991,52
26,6,1991,68
27,6,1991,49
28,6,1991,51
29,6,1991,55
30,6,1991,49
1,7,1991,57
2,7,1991,63
3,7,1991,55
4,7,1991,47
5,7,1991,66
6,7,1991,47
7,7,1991,49
8,7,1991,53
9,7,1991,55
10,7,1991,66
11,7,1991,53
12,7,1991,67
13,7,1991,67
14,7,1991,47
15,7,1991,62
16,7,1991,67
17,7,1991,67
18,7,1991,52
19,7,1991,55
20,7,1991,42
21,7,1991,52
22,7,1991,71
23,7,1991,54
24,7,1991,69
25,7,1991,46
26,7,1991,48
27,7,1991,63
28,7,1991,50
29,7,1991,52
30,7,1991,58
31,7,1991,51
1,8,1991,64
2,8,1991,55
3,8,1991,55
4,8,1991,49
5,8,1991,54
6,8,1991,58
7,8,1991,50
8,8,1991,52
9,8,1991,48
10,8,1991,67
11,8,1991,55
12,8,1991,54
13,8,1991,59
14,8,1991,58
15,8,1991,76
16,8,1991,59
17,8,1991,58
18,8,1991,46
19,8,1991,65
20,8,1991,71
21,8,1991,57
22,8,1991,69
23,8,1991,63
24,8,1991,44
25,8,1991,53
26,8,1991,52
27,8,1991,38
28,8,1991,54
29,8,1991,47
30,8,1991,49
31,8,1991,48
1,9,1991,51
2,9,1991,51
3,9,1991,58
4,9,1991,62
5,9,1991,58
6,9,1991,62
7,9,1991,41
8,9,1991,51
9,9,1991,58
10,9,1991,59
11,9,1991,53
12,9,1991,71
13,9,1991,55
14,9,1991,61
15,9,1991,42
16,9,1991,58
17,9,1991,66
18,9,1991,68
19,9,1991,53
20,9,1991,74
21,9,1991,55
22,9,1991,74
23,9,1991,66
24,9,1991,71
25,9,1991,67
26,9,1991,62
27,9,1991,71
28,9,1991,49
29,9,1991,60
30,9,1991,48
1,10,1991,63
2,10,1991,31
3,10,1991,36
4,10,1991,46
5,10,1991,40
6,10,1991,56
7,10,1991,54
8,10,1991,44
9,10,1991,47
10,10,1991,51
11,10,1991,40
12,10,1991,56
13,10,1991,37
14,10,1991,44
15,10,1991,60
16,10,1991,36
17,10,1991,53
18,10,1991,52
19,10,1991,59
20,10,1991,63
21,10,1991,58
22,10,1991,47
23,10,1991,45
24,10,1991,43
25,10,1991,45
26,10,1991,63
27,10,1991,36
28,10,1991,35
29,10,1991,52
30,10,1991,54
31,10,1991,48
1,11,1991,47
2,11,1991,46
3,11,1991,37
4,11,1991,67
5,11,1991,55
6,11,1991,42
7,11,1991,37
8,11,1991,49
9,11,1991,35
10,11,1991,56
11,11,1991,69
12,11,1991,68
13,11,1991,54
14,11,1991,53
15,11,1991,60
16,11,1991,45
17,11,1991,38
18,11,1991,41
19,11,1991,46
20,11,1991,51
21,11,1991,49
22,11,1991,63
23,11,1991,59
24,11,1991,55
25,11,1991,62
26,11,1991,51
27,11,1991,53
28,11,1991,49
29,11,1991,46
30,11,1991,45
1,12,1991,40
2,12,1991,51
3,12,1991,45
4,12,1991,39
5,12,1991,47
6,12,1991,51
7,12,1991,40
8,12,1991,37
9,12,1991,42
10,12,1991,71
11,12,1991,60
12,12,1991,70
13,12,1991,54
14,12,1991,55
15,12,1991,54
16,12,1991,68
17,12,1991,58
18,12,1991,48
19,12,1991,55
20,12,1991,44
21,12,1991,59
22,12,1991,48
23,12,1991,55
24,12,1991,46
25,12,1991,57
26,12,1991,49
27,12,1991,53
28,12,1991,44
29,12,1991,48
30,12,1991,37
31,12,1991,55
