dd,mm,yy,occurrence
1,1,1946,10
2,1,1946,3
3,1,1946,2
4,1,1946,2
5,1,1946,1
6,1,1946,1
7,1,1946,2
8,1,1946,1
9,1,1946,5
10,1,1946,6
11,1,1946,0
12,1,1946,5
13,1,1946,2
14,1,1946,5
15,1,1946,2
16,1,1946,4
17,1,1946,2
18,1,1946,3
19,1,1946,1
20,1,1946,1
21,1,1946,4
22,1,1946,2
23,1,1946,0
24,1,1946,0
25,1,1946,1
26,1,1946,0
27,1,1946,1
28,1,1946,2
29,1,1946,3
30,1,1946,1
31,1,1946,4
1,2,1946,5
2,2,1946,1
3,2,1946,3
4,2,1946,3
5,2,1946,0
6,2,1946,2
7,2,1946,3
8,2,1946,1
9,2,1946,1
10,2,1946,2
11,2,1946,2
12,2,1946,3
13,2,1946,0
14,2,1946,2
15,2,1946,3
16,2,1946,1
17,2,1946,1
18,2,1946,2
19,2,1946,1
20,2,1946,0
21,2,1946,5
22,2,1946,2
23,2,1946,2
24,2,1946,4
25,2,1946,0
26,2,1946,2
27,2,1946,0
28,2,1946,1
1,3,1946,1
2,3,1946,4
3,3,1946,6
4,3,1946,1
5,3,1946,0
6,3,1946,1
7,3,1946,3
8,3,1946,4
9,3,1946,2
10,3,1946,2
11,3,1946,3
12,3,1946,3
13,3,1946,4
14,3,1946,0
15,3,1946,5
16,3,1946,4
17,3,1946,2
18,3,1946,6
19,3,1946,2
20,3,1946,1
21,3,1946,1
22,3,1946,0
23,3,1946,1
24,3,1946,0
25,3,1946,2
26,3,1946,0
27,3,1946,3
28,3,1946,2
29,3,1946,2
30,3,1946,1
31,3,1946,2
1,4,1946,4
2,4,1946,1
3,4,1946,3
4,4,1946,4
5,4,1946,1
6,4,1946,0
7,4,1946,3
8,4,1946,2
9,4,1946,1
10,4,1946,3
11,4,1946,5
12,4,1946,1
13,4,1946,5
14,4,1946,1
15,4,1946,5
16,4,1946,1
17,4,1946,3
18,4,1946,2
19,4,1946,0
20,4,1946,3
21,4,1946,1
22,4,1946,0
23,4,1946,1
24,4,1946,5
25,4,1946,3
26,4,1946,2
27,4,1946,1
28,4,1946,2
29,4,1946,1
30,4,1946,0
1,5,1946,4
2,5,1946,3
3,5,1946,2
4,5,1946,2
5,5,1946,1
6,5,1946,1
7,5,1946,6
8,5,1946,1
9,5,1946,4
10,5,1946,4
11,5,1946,3
12,5,1946,5
13,5,1946,1
14,5,1946,2
15,5,1946,4
16,5,1946,3
17,5,1946,4
18,5,1946,2
19,5,1946,1
20,5,1946,1
21,5,1946,4
22,5,1946,1
23,5,1946,2
24,5,1946,2
25,5,1946,5
26,5,1946,2
27,5,1946,2
28,5,1946,3
29,5,1946,3
30,5,1946,5
31,5,1946,2
1,6,1946,0
2,6,1946,1
3,6,1946,2
4,6,1946,0
5,6,1946,2
6,6,1946,2
7,6,1946,1
8,6,1946,2
9,6,1946,1
10,6,1946,5
11,6,1946,4
12,6,1946,1
13,6,1946,1
14,6,1946,3
15,6,1946,1
16,6,1946,0
17,6,1946,4
18,6,1946,1
19,6,1946,0
20,6,1946,0
21,6,1946,1
22,6,1946,2
23,6,1946,1
24,6,1946,3
25,6,1946,2
26,6,1946,3
27,6,1946,2
28,6,1946,3
29,6,1946,1
30,6,1946,1
1,7,1946,2
2,7,1946,2
3,7,1946,1
4,7,1946,0
5,7,1946,6
6,7,1946,3
7,7,1946,2
8,7,1946,4
9,7,1946,3
10,7,1946,3
11,7,1946,2
12,7,1946,7
13,7,1946,5
14,7,1946,3
15,7,1946,3
16,7,1946,3
17,7,1946,3
18,7,1946,0
19,7,1946,2
20,7,1946,3
21,7,1946,1
22,7,1946,2
23,7,1946,2
24,7,1946,1
25,7,1946,3
26,7,1946,3
27,7,1946,1
28,7,1946,3
29,7,1946,4
30,7,1946,1
31,7,1946,1
1,8,1946,8
2,8,1946,6
3,8,1946,5
4,8,1946,1
5,8,1946,1
6,8,1946,2
7,8,1946,0
8,8,1946,6
9,8,1946,6
10,8,1946,4
11,8,1946,5
12,8,1946,4
13,8,1946,5
14,8,1946,4
15,8,1946,1
16,8,1946,2
17,8,1946,4
18,8,1946,3
19,8,1946,1
20,8,1946,5
21,8,1946,4
22,8,1946,5
23,8,1946,4
24,8,1946,2
25,8,1946,8
26,8,1946,8
27,8,1946,6
28,8,1946,2
29,8,1946,7
30,8,1946,6
31,8,1946,4
1,9,1946,8
2,9,1946,4
3,9,1946,6
4,9,1946,0
5,9,1946,6
6,9,1946,8
7,9,1946,2
8,9,1946,3
9,9,1946,4
10,9,1946,1
11,9,1946,2
12,9,1946,6
13,9,1946,3
14,9,1946,6
15,9,1946,2
16,9,1946,4
17,9,1946,0
18,9,1946,3
19,9,1946,5
20,9,1946,0
21,9,1946,1
22,9,1946,2
23,9,1946,3
24,9,1946,5
25,9,1946,1
26,9,1946,2
27,9,1946,2
28,9,1946,3
29,9,1946,2
30,9,1946,2
1,10,1946,0
2,10,1946,2
3,10,1946,1
4,10,1946,0
5,10,1946,1
6,10,1946,2
7,10,1946,1
8,10,1946,0
9,10,1946,1
10,10,1946,0
11,10,1946,1
12,10,1946,3
13,10,1946,1
14,10,1946,0
15,10,1946,5
16,10,1946,0
17,10,1946,1
18,10,1946,2
19,10,1946,4
20,10,1946,5
21,10,1946,0
22,10,1946,2
23,10,1946,0
24,10,1946,0
25,10,1946,3
26,10,1946,1
27,10,1946,2
28,10,1946,0
29,10,1946,0
30,10,1946,0
31,10,1946,1
1,11,1946,5
2,11,1946,4
3,11,1946,1
4,11,1946,3
5,11,1946,5
6,11,1946,2
7,11,1946,6
8,11,1946,3
9,11,1946,3
10,11,1946,4
11,11,1946,2
12,11,1946,2
13,11,1946,2
14,11,1946,6
15,11,1946,5
16,11,1946,3
17,11,1946,1
18,11,1946,5
19,11,1946,2
20,11,1946,0
21,11,1946,3
22,11,1946,4
23,11,1946,4
24,11,1946,1
25,11,1946,2
26,11,1946,6
27,11,1946,6
28,11,1946,1
29,11,1946,1
30,11,1946,4
1,12,1946,6
2,12,1946,1
3,12,1946,2
4,12,1946,4
5,12,1946,3
6,12,1946,5
7,12,1946,1
8,12,1946,2
9,12,1946,1
10,12,1946,2
11,12,1946,6
12,12,1946,3
13,12,1946,3
14,12,1946,3
15,12,1946,5
16,12,1946,5
17,12,1946,4
18,12,1946,1
19,12,1946,4
20,12,1946,0
21,12,1946,3
22,12,1946,5
23,12,1946,2
24,12,1946,0
25,12,1946,2
26,12,1946,3
27,12,1946,5
28,12,1946,1
29,12,1946,4
30,12,1946,0
31,12,1946,4
