06091969,26
05031980,45
07091990,81
11041960,13
09051945,122
05031971,25
09071974,27
08111946,3
09022004,5
07071957,14
12051993,74
04121975,29
01101991,52
02012000,20
03091970,12
03021985,50
09021973,28
05021988,72
01011981,163
05021996,38
01071966,21
01051961,21
01012005,49
01011900,84
01011947,11
05112009,10
01012001,177
01232000,2
04051983,60
06061995,35
11121962,18
09061972,37
03011984,60
01291963,1
02061994,41
02081959,19
02121980,51
02061956,10
03021978,46
02071971,66
08111984,63
02121985,56
12051967,22
01081980,56
02111987,70
08021959,12
02221960,2
07092003,7
07021948,2
03041998,38
05031994,41
06111982,48
03041941,1
02031993,65
03202000,2
03202063,1
01051970,41
03091976,35
01031993,50
09031984,48
01051995,34
01041957,11
02041982,98
04101982,40
04051966,17
04051972,24
07041989,65
12042008,11
03061994,45
05091985,53
07111992,51
11041988,65
01022000,34
02031992,58
12041958,11
07101956,11
08041996,30
08091991,51
05062001,13
05051948,4
05081962,9
05071989,59
06011954,7
05101998,16
03051975,35
06051986,70
05021963,14
07062001,16
02031978,76
07121975,30
05091996,31
06051968,22
01111983,56
06141956,1
06021956,15
01051981,44
06101988,53
04071982,52
01071991,57
12031964,20
01012000,329
07081964,19
06061993,31
07141968,1
07121974,19
01071972,22
02071978,76
01071983,65
12071996,33
08021969,20
08031965,18
09051980,43
07061983,46
03011992,55
05101977,29
05262044,3
03051950,8
08051991,44
12102007,8
03111980,46
08011973,32
05311997,3
05081988,71
08081967,22
08111947,4
08121985,50
07081984,61
08101960,13
04041952,12
01032008,23
08031958,14
08061977,41
12051977,34
05081989,71
11071994,45
05071988,77
05092006,7
09051984,66
11101980,50
09091989,68
03091991,58
08021996,22
08092009,4
01012011,604
07101974,35
12041950,4
11061967,17
09091996,37
01011984,129
09031952,6
12091960,13
08031987,69
01121954,8
09121988,47
03081975,38
02011984,93
02041995,39
03102001,9
04041988,87
04031992,48
09121987,61
01041980,69
08031949,10
03032006,12
03081996,25
01092011,47
01041994,46
06031996,25
11021959,17
01011956,36
12012012,11
02071985,75
02091972,53
01091994,34
11051987,88
11031979,43
11042001,21
11051975,32
07111964,15
07071965,15
11112000,36
11111999,24
02021996,46
12061990,65
11122000,10
11132000,3
11121996,38
06041982,41
12111973,17
11292000,2
01081935,3
06051995,38
04181965,1
02031990,76
04051937,1
11111974,31
01091985,82
03091961,17
01121987,77
08011998,31
02011992,48
01041997,42
05041996,31
12042000,23
12122000,21
11031960,15
01121979,47
11121994,32
12251954,1
12132000,2
07121978,33
03021961,13
01021976,45
07101947,2
09021970,30
03032003,25
07121968,16
02101990,49
05021965,20
12111985,65
12101978,39
03121973,27
09111979,33
02022010,57
12031976,40
11071987,68
01031955,14
07021972,24
09111972,35
06131979,1
01121984,58
12101976,27
04061993,54
03192004,2
09101993,36
11111985,52
12031999,17
04031993,47
06021985,48
12101974,33
12101988,76
03181982,2
11111988,57
05101981,45
02032008,29
07031992,41
07091986,52
06121971,22
03111911,1
01021961,20
01031964,17
11111977,36
07111987,60
06011961,10
05101968,20
07101962,37
01061980,49
05091998,14
03121983,50
07011961,10
07102007,5
08122001,12
11101976,39
07081995,30
06111986,60
03081950,8
12071985,56
12021908,1
11081985,62
06061986,86
05121960,19
03121978,37
11092013,1
02121960,15
11111911,15
12101972,28
11041985,65
09021960,16
12121930,2
03091938,3
01091988,69
07051998,19
02071976,68
05231975,1
05061945,2
01111992,38
04111947,4
06121978,41
09081948,6
05061983,66
11111968,12
07121954,14
02061955,13
11081955,14
12111956,16
11091956,13
02011958,24
08111958,13
06051958,15
02031959,16
03061987,70
09111987,67
04101995,25
11051960,17
12071960,20
06061960,21
03031962,13
07292001,1
05022000,16
07051963,17
09071963,13
09091963,15
01021964,26
11101964,15
04021964,11
06111985,61
06061966,26
07021966,19
05011966,17
01021966,21
09011967,19
02091968,27
11061968,17
03191969,1
11021993,64
01101969,19
02111969,13
12121970,41
01031970,32
05091970,26
11011971,24
02051971,52
07111972,31
05111972,21
12041972,35
04091972,24
01031973,25
11121973,22
05021973,33
11011973,23
03021973,28
06021973,25
02011973,51
11051973,26
01071974,35
02201974,4
11011979,33
07011974,30
04041974,39
03051974,38
04021975,25
12081975,35
01011975,117
04081976,42
08041976,37
04021977,41
04122000,13
08121977,33
12022004,7
05031977,28
09061978,47
11121978,47
07031977,27
08041975,31
09071978,29
01041976,45
05131979,5
08231979,2
05091979,40
05031979,30
03031979,41
02101977,68
03071980,54
04051980,49
05221980,1
11111980,49
07051980,28
01011980,354
01031980,68
06041957,19
04021980,46
11031981,43
03081981,39
08121981,48
01041981,65
06091982,48
02121982,43
03081983,54
05111983,51
08071983,60
11301983,4
08011983,48
04071983,60
11091983,56
06071983,73
02121983,58
11011984,47
12011985,71
06081952,5
03031984,64
12041984,62
11041984,47
05051984,55
