388,7
23,1818
47,458
17,3199
1,4433340
2,386339
3,120837
392,4
361,6
204,15
480,4
125,31
86,97
6,23421
92,78
120,53
12,5991
141,16
27,1377
28,1181
77,120
114,47
73,128
39,604
16,3422
72,126
74,138
710,3
243,15
4,59685
18,2826
124,55
2573,1
13,5214
175,14
408,5
762,1
29,1208
781,1
274,8
57,281
146,20
944,1
126,47
580,3
1186,1
7,17080
352,4
8,13189
69,152
36,749
21,2199
132,26
242,6
103,58
169,23
19580,1
329,6
15,3974
34,866
2339,1
5682,1
10938,1
1246,1
910,1
652,1
2905,1
826,2
429,2
24,1691
318,6
801,2
446,2
19,2517
64,220
95,54
214,10
53,343
395,4
80,91
263,6
486,4
347,6
354,7
51,400
562,1
170,25
707,5
43,531
10,8461
138,27
1790,1
179,15
104,47
235,8
37,708
48,457
649,1
79,104
61,285
666,1
180,31
150,25
136,27
223,12
2480,1
31,1007
50,403
11,6952
5,34967
26,1435
1123,1
116,48
622,4
13137,1
770,1
52,380
14,4475
569,3
541,4
2849,1
22,1960
111,45
100,54
632,1
1648,1
383,7
49,425
35,768
181,19
282,7
1444,1
306,3
81,84
491,3
68,155
25,1549
20,2350
549,1
1771,1
343,5
159,18
88,69
30,1107
1861,1
825,1
2045,1
42,543
6432,1
162,21
9,10286
90,66
2189,1
328,11
41,559
439,5
201,14
519,2
674,1
59,291
1344,1
585,1
888,1
166,18
502,2
1086,2
324,5
215,13
1095,2
185,18
450,4
1433,1
45,510
1165,1
113,49
117,41
67,191
477,4
1967,1
1727,1
108,55
973,1
96,71
832,2
63,221
564,4
683,1
135,26
374,6
1137,1
38,668
165,24
55893,1
66,175
11696,1
245,9
862,1
2074,1
676,2
809,1
106,54
173,17
1649,1
123,33
33,910
156,22
1176,1
44,519
91,58
71,139
565,1
82,86
528,1
70,180
624,2
290,3
85,90
1428,1
2804,1
474,3
257,9
177,10
626,1
807,2
1145,1
1376,1
145,25
644,2
587,1
212,11
466,2
835,1
662,4
1319,1
13581,1
87,86
246,8
213,14
1199,1
121,34
2155,1
478,1
417,5
109,38
93,73
1101,1
151,16
94,68
436,1
84,80
449,3
1025,1
889,1
230,15
599,1
32,931
239,10
517,1
687,1
398,5
455,1
757,2
2221,1
209,18
127,33
2860,1
1332,1
250,17
766,1
273,6
1901,1
317,6
1958,1
60,277
62,246
522,1
237,13
378,2
122,41
58,296
55,336
149,28
247,13
231,11
537,3
54,376
139,37
510,1
190,12
131,28
557,1
430,2
834,1
304,4
1393,1
1001,1
105,58
184,23
798,2
157,22
144,26
164,21
229,6
552,1
600,1
287,9
540,2
636,2
985,2
98,59
254,11
221,12
2345,1
315,6
327,10
726,3
1664,1
309,14
512,2
903,3
305,5
330,4
258,6
192,8
3118,1
2085,1
530,1
301,7
284,9
844,1
740,1
75,97
232,13
118,49
592,2
251,15
686,2
780,2
739,3
56,353
178,26
399,1
1935,1
216,7
292,5
401,5
393,2
577,2
405,4
370,5
110,62
697,1
842,2
605,2
189,14
406,1
572,1
46,437
76,86
1022,2
269,10
1462,1
1082,1
217,14
371,3
297,5
988,2
1049,1
83,88
615,2
617,1
598,2
1718,1
484,2
244,5
793,1
606,1
2337,1
940,2
1868,1
171,15
358,1
319,9
238,5
3494,1
589,1
497,2
196,16
2540,1
496,4
1016,1
443,2
236,8
326,6
338,4
926,1
119,46
148,21
346,4
514,1
253,10
78,98
140,38
278,7
917,2
487,3
445,3
2956,1
1426,1
1116,1
1550,1
773,1
168,16
717,2
191,10
314,5
958,1
896,3
590,3
379,3
373,4
722,4
447,3
1635,1
916,1
1495,1
458,2
1216,1
423,5
698,1
372,2
542,1
112,39
1923,1
789,1
404,7
147,18
252,8
724,1
4796,1
1248,1
202,10
3845,1
532,1
575,1
115,50
1893,1
1289,1
176,20
856,1
172,17
1315,1
1276,1
1020,2
233,7
976,1
368,5
89,77
40,586
459,3
518,1
886,1
1783,1
2736,1
745,1
380,6
219,11
363,3
276,12
99,65
210,5
1702,1
225,9
102,49
568,1
134,23
511,1
311,4
186,10
268,11
804,1
208,5
703,1
295,6
174,16
310,5
779,1
281,6
3050,1
163,21
293,6
298,6
198,4
730,1
197,13
694,1
203,11
129,42
1204,1
288,11
544,2
316,7
1964,1
790,2
677,1
567,1
340,6
490,3
506,2
857,1
266,4
1688,1
2531,1
1051,1
868,2
65,194
415,4
1913,1
275,6
659,2
861,2
999,1
227,14
353,2
182,17
365,6
152,28
1021,1
285,4
1483,2
339,7
3246,1
1027,1
248,5
469,4
923,1
505,4
359,4
161,23
155,23
871,2
448,3
741,1
280,6
912,1
451,3
344,4
334,3
987,2
454,3
